word,answer
nyamuk,nyamuk
nyanyi,menyanyi
nyaris,nyaris
nyasar,tersasar
nyatet,mencatat
nyebar,menyebar
nyebat,nyebat
nyebur,mencebur
nyebut,menyebut
nyeduh,menyeduh
nyekik,mencekik
nyemil,mengemil
nyerah,menyerah
nyerap,menyerap
nyesal,menyesal
nyesek,menyesak
nyesel,menyesal
nyetel,menyetel
nyetir,menyetir
nyetok,menyetok
nyicil,menyicil
nyiksa,menyiksa
nyimak,menyimak
nyokap,ibu
nyoret,mencoret
nyuruh,menyuruh
nyusul,menyusul
nyusun,menyusun
nyutan,nyutan
obatan,obatan
obatin,obati
obsesi,obsesi
ocehan,ocehan
oengen,ingin
office,office
olshop,olshop
omelin,omeli
ompong,ompong
ongkos,ongkos
online,online
opened,opened
oprasi,operasi
org2ny,orang-orangnya
orgnya,orangnya
orgorg,orang-orang
orgtua,orang tua
ortuku,orang tuaku
otakku,otakku
others,others
ottoke,ottoke
outfit,outfit
overly,overly
pabrik,pabrik
paceku,paceku
padahl,padahal
padaku,padaku
padamu,padamu
padang,padang
padhal,padahal
pagimu,pagimu
pahala,pahala
pahami,pahami
pakdos,bapak dosen
palalu,kepalamu
paling,paling
pandai,pandai
panick,panic
panjul,panjul
pantai,pantai
pantas,pantas
pantau,pantau
pantes,pantas
papaku,papaku
parent,parent
parfum,parfum
parkir,parkir
parrah,parah
partai,partai
pas2an,pas-pasan
pasang,pasang
pasien,pasien
pasrah,pasrah
passed,passed
patung,patung
payung,payung
pdahal,padahal
pedean,pedean
peduli,peduli
pegang,pegang
pelaku,pelaku
pelupa,pelupa
pemaaf,pemaaf
pemalu,pemalu
pemicu,pemicu
pemilu,pemilu
pemuda,pemuda
penari,penari
pencet,pencet
pendam,pendam
pendek,pendek
pendem,pendam
pengap,pengap
pengen,ingin
pengin,ingin
pening,pening
penipu,penipu
pensil,pensil
penuhi,penuhi
people,people
perahu,perahu
perang,perang
perasa,perasa
percya,percaya
period,period
pernah,pernah
perpus,perpustakaan
persis,persis
person,person
pesona,pesona
pgnnya,inginnya
phobia,phobia
phobic,phobic
phuwin,phuwin
pieces,pieces
piglet,piglet
pikirn,pikiran
pindah,pindah
pingin,ingin
pinjam,pinjam
pinjem,pinjam
pinjol,pinjaman online
pinned,pinned
pintar,pintar
pintas,pintas
pinter,pintar
piring,piring
pkiran,pikiran
places,places
planet,planet
planga,planga
player,player
please,please
plonga,plonga
plongo,plongo
pndiam,pendiam
pnting,penting
pnykit,penyakit
pobsos,pobsos
pocket,pocket
pokony,pokoknya
polisi,polisi
polusi,polusi
pondok,pondok
portal,portal
posisi,posisi
poster,poster
postku,postku
potong,potong
ppampm,ppampm
pptnya,pptnya
prcaya,percaya
prefer,prefer
pretty,pretty
priksa,periksa
privat,privat
produk,produk
proker,program kerja
promag,promag
promil,program hamil
proper,proper
proses,proses
protes,protes
prsaan,perasaan
prtama,pertama
psikis,psikis
psycho,psycho
puasin,puaskan
public,public
publik,publik
puitis,puitis
pujian,pujian
pukpuk,pukpuk
pulang,pulang
pulkam,pulang kampung
pulpen,pulpen
puncak,puncak
pundak,pundak
pungut,pungut
punten,punten
punyak,punya
pusing,pusing
puskes,puskesmas
puyeng,pusing
puzzle,puzzle
quotes,quotes
radang,radang
rahang,rahang
rahmat,rahmat
rahsia,rahasia
raissa,raissa
rakyat,rakyat
rambut,rambut
random,random
rantai,rantai
rantau,rantau
raport,rapor
rasain,rasakan
rasane,rasane
rasany,rasanya
rasaya,rasanya
rather,rather
rating,rating
reaksi,reaksi
really,really
reason,reason
recall,recall
record,record
redain,redakan
reflek,refleks
regret,regret
reject,reject
rejeki,rezeki
relaks,relaks
relasi,relasi
relate,relate
relief,relief
remaja,remaja
remang,remang-remang
remedi,remedi-remedi
remind,remind
remote,remote
remove,remove
renang,renang
rendah,rendah
renjun,renjun
rentan,rentan
repeat,repeat
report,report
repost,repost
reread,reread
resign,resign
resiko,risiko
respek,respek
respon,respons
result,result
review,review
revisi,revisi
reward,reward
rezeki,rezeki
ribuan,ribuan
rileks,rileks
ringan,ringan
risiko,risiko
rising,rising
ritual,ritual
roblox,roblox
rohani,rohani
roller,roller
rontok,rontok
rsanya,rasanya
ruined,ruined
ruling,ruling
rumput,rumput
runner,runner
runtuh,runtuh
runyam,runyam
ruqiah,ruqyah
ruqyah,ruqyah
sadari,sadari
safety,safety
sakiit,sakit
saking,saking
sakiti,sakiti
sakitr,sakit
sakjiw,sakit jiwa
sakura,sakura
salfok,salah fokus
saling,saling
salken,salam kenal
samaan,samaan
sambat,sambat
sambil,sambil
sampah,sampah
sampai,sampai
sampek,sampai
samsek,sama sekali
sangat,sangat
sangka,sangka
sanity,sanity
santai,santai
santet,santet
santun,santun
santuy,santai
sarana,sarana
sarang,sarang
sarkas,sarkas
sarung,sarung
sastra,sastra
satpam,satpam
satset,satset
saudra,saudara
sayang,sayang
saying,saying
sbagai,sebagai
sbmptn,sbmptn
sbnrny,sebenarnya
scared,scared
school,school
scream,scream
screen,screen
script,script
scroll,scroll
sd-sma,sd-sma
sd-smp,sd-smp
sdgkan,sedangkan
sdikit,sedikit
sdngkn,sedangkan
se-gak,se-enggak
se-oon,se-oon
seakan,seakan
searah,searah
search,search
season,season
sebaik,sebaik
sebaya,sebaya
sebenr,sebenarnya
sebiji,sebiji
sebisa,sebisa
seblak,seblak
sebong,sebong
sebuah,sebuah
secara,secara
second,second
secret,secret
secuil,secuil
secure,secure
sedang,sedang
sedari,sedari
sedeng,sedeng
sedijh,sedih
seeing,seeing
seeker,seeker
seenak,seenak
segala,segala
segede,segede
segera,segera
segini,segini
segitu,segitu
segmen,segmen
sehari,sehari
sejadi,sejadi
sejati,sejati
sejauh,sejauh
sekali,sekali
sekian,sekian
sekola,sekolah
sekrng,sekarang
sekuat,sekuat
selagi,selagi
selain,selain
selalu,selalu
selaly,selalu
selama,selama
selang,selang
selasa,selasa
selera,selera
selesa,selesai
selese,selesai
selfie,selfie
seling,seling
seller,seller
sem5-6,sem 5-6
semasa,semasa
semata,semata
sembab,sembab
sembuh,sembuh
semena,semena-mena
semoga,semoga
sempat,sempat
sempet,sempat
sempit,sempit
sempro,sempro
semuah,semua
semula,semula
senang,senang
sendal,sandal
sender,sender
sendok,sendok
sendri,sendiri
seneng,senang
senior,senior
sensor,sensor
sentuh,sentuh
senyap,senyap
senyum,senyum
seolah,seolah
seonho,seonho
sepagi,sepagi
sepatu,sepatu
sepeda,sepeda
sepele,sepele
seprti,seperti
sepupu,sepupu
serame,serame
serang,serang
serasa,serasa
seribu,seribu
series,series
sering,sering
seriua,serius
serius,serius
sertai,sertai
serupa,serupa
servis,servis
sesaat,sesaat
sesama,sesama
sesepi,sesepi
sesuai,sesuai
sesuka,sesuka
setanm,setan
setara,setara
setaun,setahun
setean,setan
setega,setega
setiap,setiap
setres,stres
settle,settle
setuju,setuju
seumur,seumur
severe,severe
sexual,sexual
shadow,shadow
shalat,shalat
shampo,sampo
shibal,shibal
shitty,shitty
sholat,shalat
should,should
shubuh,subuh
siaang,siang
siakan,sia-siakan
sialan,sialan
siapah,siapa
siapin,siapkan
sidang,sidang
siklus,siklus
silent,silent
simbok,simbok
simpan,simpan
simpel,simpel
simpen,simpan
simple,simple
simply,simply
sindir,sindir
singkt,singkat
single,single
sinyal,sinyal
sirkel,sirkel
sistem,sistem
sister,sister
sketsa,sketsa
skills,skills
skitar,sekitar
sklian,sekalian
skolah,sekolah
skrang,sekarang
sksksk,sksksk
slamat,selamat
slatan,selatan
slowly,slowly
smakin,semakin
smalem,semalam
smngat,semangat
smnjak,semenjak
smntra,sementara
sndiri,sendiri
snmptn,snmptn
soalna,soalnya
soalny,soalnya
social,social
socmed,socmed
sodara,saudara
soetta,soetta
sok2an,sok-sokan
solmet,solmet
solusi,solusi
sontak,sontak
soobin,soobin
sorang,seorang
sosial,sosial
sosmed,sosmed
sosoan,sok-sokan
sounds,sounds
sparks,sparks
speech,speech
sperti,seperti
spirit,spirit
spread,spread
sptnya,sepertinya
srumah,serumah
ssuatu,sesuatu
stabil,stabil
stable,stable
starts,starts
status,status
stelah,setelah
stigma,stigma
stngah,setengah
stonks,stonks
streak,streak
stream,stream
strees,stres
strict,strict
stroke,stroke
strong,strong
studio,studio
stupid,stupid
submit,submit
subong,subong
sudahi,sudahi
sudden,sudden
suffer,suffer
suguru,suguru
sukaan,sukaan
sukses,sukses
sulung,sulung
sumber,sumber
summer,summer
sumoah,sumpah
sumpah,sumpah
sumpek,sumpek
sumpel,sumpel
sumpil,sumpil
sungai,sungai
sungut,sungut
suntik,suntik
suntuk,suntuk
supaya,supaya
suport,support
supper,supper
surges,surges
survey,survei
suweer,suwer
swasta,swasta
swatch,swatch
switch,switch
syahdu,syahdu
syahid,syahid
syaraf,saraf
syarat,syarat
syedih,sedih
syetan,setan
syibal,syibal
system,system
syukur,syukur
t-tapi,t-tapi
tablet,tablet
tabrak,tabrak
tabung,tabung
taemni,taemni
tafsir,tafsir
tailah,tailah
takbir,takbir
takdir,takdir
taking,taking
takjub,takjub
takkan,takkan
taknak,taknak
taktau,tak tahu
talent,talent
talked,talked
tambah,tambah
tampak,tampak
tampan,tampan
tampil,tampil
tampol,tampol
tanduk,tanduk
tangan,tangan
tangga,tangga
tangis,tangis
tanyak,tanya
target,target
taruna,taruna
taulah,taulah
taunya,tahunya
tayang,tayang
tbrkan,tabrakan
tdinya,tadinya
teaser,teaser
teater,teater
tegaan,tegaan
tegang,tegang
teknik,teknik
telfon,telepon
teliti,teliti
telpon,telepon
temani,temani
tembak,tembak
tembok,tembok
tembus,tembus
tempat,tempat
temuin,temui
tenaga,tenaga
tenang,tenang
tengah,tengah
tengok,tengok
terang,terang
terapi,terapi
terasa,terasa
teriak,teriak
terima,terima
terjun,terjun
terllu,terlalu
teroos,terus
terpal,terpal
teruus,terus
tetapi,tetapi
tetiba,tetiba
thanks,thanks
thanos,thanos
theory,theory
theres,there's
thesis,thesis
theyll,they'll
theyre,they're
things,things
thingy,thingy
though,though
thread,thread
tidur-,tidur-
tidure,tidurnya
tidurz,tidur
tiduur,tidur
tiktok,tiktok
timbul,timbul
tinggi,tinggi
tinggl,tinggal
tipuan,tipuan
tiring,tiring
tiroid,tiroid
tjiakh,tjiakh
tk-sma,tk-sma
tmnnya,temannya
tnggal,tinggal
tntang,tentang
toilet,toilet
toksik,toksik
tolong,tolong
tombol,tombol
tonton,tonton
topeng,topeng
trabas,trabas
trafic,trafik
traits,traits
trauma,trauma
travel,travel
tremor,tremor
trjadi,terjadi
trlalu,terlalu
trmksh,terima kasih
trnyta,ternyata
trying,trying
tuanya,tuanya
tuhkan,tuhkan
tujuan,tujuan
tukang,tukang
tulang,tulang
tulung,tulung
tumbal,tumbal
tumben,tumben
tumbuh,tumbuh
tumpah,tumpah
tunggu,tunggu
tunjuk,tunjuk
tuntas,tuntas
tuntut,tuntut
turned,turned
tweets,tweets
typing,typing
uangan,keuangan
uangku,uangku
ucapan,ucapan
ucapin,ucapkan
udahan,udahan
udahin,udahan
ugalan,ugalan
ujanan,hujanan
ukuran,ukuran
ulangi,ulangi
umpama,umpama
umuran,umuran
umurku,umurku
undang,undang
uneasy,uneasy
unfoll,unfollow
ungkik,ungkik
ungkit,ungkit
uninst,uninstall
unsafe,unsafe
untung,untung
unwell,unwell
upchar,upchar
update,update
upload,upload
urgent,urgent
urself,yourself
urusan,urusan
urusin,urus
usiaku,usiaku
vaksin,vaksin
varian,varian
verbal,verbal
vibing,vibing
victim,victim
visual,visual
voices,voices
volume,volume
voting,voting
wahana,wahana
wakeup,wakeup
waking,waking
wanita,wanita
wanted,wanted
warung,warung
waswas,waswas
wayang,wayang
weekly,weekly
weight,weight
wgwgwg,wgwgwg
widget,widget
window,window
winter,winter
wisata,wisata
wisuda,wisuda
wkakak,wkakak
wkkwkw,hahaha
wkwkkw,hahaha
wkwkwk,hahaha
wonder,wonder
woojin,woojin
worker,worker
worthy,worthy
writer,writer
wrwrwr,wrwrwr
xixixi,xixixi
yaarab,yaarab
yakali,yakali
yallah,yallah
yaudah,yaudah
yawloh,yawloh
yeonin,yeonin
yoongi,yoongi
yujiem,yujiem
yurina,yurina
ziarah,ziarah
zombie,zombie
zoning,zoning
-mau,-mau
-1oi0,<noise>
-6bln,-6 bulan
-cont,-cont
-dada,-dada
-dari,-dari
-ibnu,-ibnu
-malu,-malu
-pura,-pura
-rank,-rank
-slvi_rhmti, <noise>
-yang,-yang
06feb,06 Februari
0nan1,0nan1
0rang,orang
1 jam,1 jam
1-2th,1-2 tahun
11-Oct,11-Oct
12jam,12 jam
12yrs,12 tahun
15-16,15-16
169cm,169 cm
16ocm,160 cm
18thn,18 tahun
1arah,1 arah
1eokg,1eokg
1juta,1 juta
1njak,injak
1odtk,1odtk
1ojam,1 jam
1oojt,100 juta
1oorb,100 ribu
1othn,1 tahun
1s6cm,1s6cm
1secm,1 detik
1sthn,setahun
1tthn,1 tahun
2 jam,2 jam
2-3an,2-3an
20-an,20-an
22nya,dua-duanya
2ajam,2 jam
2anak,2 anak
2athn,2 tahun
2e2gb,<noise>
2ethn,2 tahun
2hari,2 hari
2kali,2 kali
2oi0-,2oi0-
2oorb,200 ribu
2othn,2 tahun
2sthn,2 tahun
2tahn,2 tahun
2thun,2 tahun
2tthn,2 tahun
2wink,2wink
2xthn,2 tahun
3 day,3 hari
3 jam,3 jam
3-4jt,3-4 juta
3anak,3 anak
3athn,3 tahun
3ethn,3 tahun
3hari,3 hari
3kali,3 kali
3kgcw,3 kg cw
3onya,3 onya
3os21,3os21
3othn,30 tahun
3rtus,300
3taun,3 tahun
4 jam,4 jam
4anak,4 anak
4othn,40 thn
4teen,4teen
5 jam,5 jam
56org,56 org
5buln,5 bulan
5giga,5 giga
5kggw,5 kg gw
6 jam,6 jam
60-75,60-75
6kali,6 kali
6oorb,6oorb
6than,6 tahun
7 jam,7 jam
7taun,7 tahun
7teen,17
7thun,7 tahun
8 jam,8 jam
8-9an,8-9an
89e65,<noise>
8hari,8 hari
8omqi,<noise>
8pagi,8 pagi
9 jam,9 jam
9oorb,9oorb
aaggh,aaggh
aamin,amin
aargh,aargh
aargj,aargj
abadi,abadi
abang,abang
abies,habis
abiez,habis
about,about
above,above
abrek,abrek
absen,absen
abuse,abuse
abyan,abyan
ac-ac,ac-ac
acara,acara
acces,access
acels,acels
aches,aches
achin,achin
acted,acted
acute,acute
adaan,adaan
adain,adakan
adaji,adaji
adakh,ada kah
adalh,adalah
adane,adane
adany,adanya
adeku,adeku
adhds,adhds
adiku,adiku
adkah,ada kah
adkel,adkel
admin,admin
admit,admit
adopt,adopt
adueh,aduh
aduin,aduin
adult,adult
aduuh,aduh
adzan,azan
adzim,adzim
aelah,aelah
aesol,aesol
aeswe,aeswe
afgan,afgan
after,after
again,again
agama,agama
agent,agent
aging,aging
agnes,agnes
agony,agony
ahaha,ahaha
ahead,ahead
aibku,aibku
aidin,aidin
ilsa,ailsa
aimar,aimar
aiueo,aiueo
aizin,izin
ajaib,ajaib
ajang,ajang
ajapa,ajapa
ajari,ajari
ajasi,ajasi
akang,akang
akbar,akbar
akgae,akgae
akhir,akhir
akrab,akrab
akrap,akrab
akses,akses
aktif,aktif
aktip,aktif
akuin,akui
akutu,aku tuh
alama,alama
alami,alami
alarm,alarm
album,album
aleon,aleon
alert,alert
alian,alian
alias,alias
alibi,alibi
alice,alice
alief,alief
alien,alien
align,align
alike,alike
alive,alive
aliya,aliya
allah,allah
allan,allan
alloh,allah
almet,almet
alnst,alnst
alone,alone
along,along
alpha,alpha
alphi,alphi
alsan,alasan
alsha,alsha
alter,alter
altho,altho
alvin,alvin
amaat,amat
amang,amang
amati,amati
amaze,amaze
ambek,ambek
amber,amber
ambik,ambil
ambil,ambil
ambis,ambis
amiin,amin
amira,amira
ampai,sampai
ampas,ampas
ampeh,sampe
ampir,hampir
ampon,ampun
ampuh,ampuh
ampun,ampun
amrah,amrah
amway,amway
anakq,anakku
anaku,anakku
ancam,ancam
ancem,ancam
ancen,ancen
ancur,hancur
andai,andai
andep,andep
andil,andil
andin,andin
andon,andon
andor,andor
andre,andre
andri,andri
andro,andro
aneeh,aneh
angan,angan
angau,angau
angep,angep
anger,anger
anget,hangat
anggi,anggi
anggp,anggap
angin,angin
angka,angka
angkt,angkat
angry,angry
angst,angst
anhin,anhin
anies,anies
anime,anime
anina,anina
anisa,anisa
anisd,anisd
anjay,anjay
anjeg,anjing
anjem,anjing
anjer,anjir
anjig,anjing
anjim,anjing
anjir,anjir
anjng,anjing
anjnk,anjing
anjoy,anjing
anjrt,anjrit
anjyr,anjing
anniv,anniversary
annoy,annoy
annya,deg-degan
ansos,antisosial
antar,antar
antek,antek
anter,antar
antik,antik
antis,antis
antri,antre
anuan,anuan
anxty,anxiety
anyel,anyel
anyim,anjing
anzer,anjing
apaan,apa
apage,apage
apain,apakan
apaja,apa saja
apaka,apakah
apakh,apakah
apala,apa lagi
apalg,apalagi
apapa,apa-apa
apapn,apapun
apart,apartemen
apasi,apa sih
apaya,apa ya
apdet,update
apkah,apakah
aplgi,apalagi
apple,apple
applu,aplikasi
apply,apply
appun,apa pun
aprhq,april
april,april
arabi,arabi
arash,arash
areez,areez
arghj,argh
aries,aries
aring,aring
arius,arius
aroma,aroma
arrgh,argh
arsip,arsip
artis,artis
arwah,arwah
asahi,asahi
asbun,asbun
asdos,asisten dosen
aseli,asli
ashar,asar
ashin,ashin
ashon,ashon
ashya,ashya
asian,asian
asiap,siap
aside,aside
asing,asing
askrl,askrl
aslam,aslam
aslkm,assalamu'alaikum
asmen,asmen
aspal,aspal
aspek,aspek
asslm,assalamualaikum
astma,asma
astor,astor
asyek,asik
asyik,asik
atach,attach
atasi,atasi
ateez,ateez
ateis,ateis
atika,atika
atiku,hatiku
atiny,atiny
atlet,atlet
atlit,atlet
atres,atres
attak,attack
attck,attack
au-ku,au-ku
audhd,audhd
audio,audio
auloh,allah
aurat,aurat
autis,autis
avoid,avoid
awali,awali
awang,awang
aware,aware
awful,awful
axety,anxiety
axied,anxiety
ayang,ayang
azali,azali
azzam,azzam
ba-ba,ba-ba
baang,bang
babak,babak
babby,baby
babel,babel
babhi,babi
babik,babi
bacok,bacok
bacot,bacot
badai,badai
badak,badak
badan,badan
badut,badut
baeah,bawah
bagai,bagai
bagas,bagas
bagay,bagay
bagun,bangun
bagus,bagus
bahag,bahagia
bahan,bahan
bahar,bahar
bahas,bahas
bahkn,bahkan
bahwa,bahwa
baiik,baik
baik-,baik-baik
baik1,baik
bailu,bailu
bajir,banjir
bakal,bakal
bakar,bakar
bakat,bakat
baker,baker
bakor,bakor
bakso,bakso
bakti,bakti
balas,balas
balau,balau
balek,balik
bales,balas
balik,balik
balut,balut
banar,benar
banc1,banci
banci,banci
banga,bangga
bangt,banget
bantu,bantu
banya,banyak
banyk,banyak
bapak,bapak
baper,baper
bapul,bapul
barai,barai
barak,barak
baran,baran
barat,barat
barik,barik
baris,baris
barra,barra
basah,basah
based,based
basic,basic
basmi,basmi
basuh,basuh
batak,batak
batal,batal
batas,batas
batin,batin
batok,batok
batre,baterai
batuk,batuk
bawah,bawah
bawak,bawa
bawan,bawaan
bawel,bawel
bayak,banyak
bayar,bayar
bayik,bayi
bazet,bujet
bbisa,bisa
bbrpa,beberapa
bctzh,bctzh
beach,beach
beads,beads
beats,beats
bebal,bebal
beban,beban
bebas,bebas
bebeb,bebeb
bebef,bebef
bebek,bebek
bebel,bebel
beben,beben
beber,beber
bebet,bebet
becus,becus
bedak,bedak
bedua,berdua
begah,begah
bego0,bego
begok,bego
behel,behel
being,being
bejad,bejat
bejat,bejat
bejir,bejir
bekal,bekal
bekas,bekas
bekel,bekal
beken,beken
bekti,bekti
belas,belas
belem,belum
belet,belet
beli-,beli-
belia,belia
belin,belin
belio,beliau
bella,bella
belly,belly
belok,belok
belom,belum
belon,belum
below,below
beluk,beluk
belum,belum
belur,belur
belva,belva
benak,benak
benar,benar
bench,bench
benci,benci
benda,benda
bende,benda
bener,benar
bengi,bengi
benih,benih
bentr,bentar
berak,berak
beras,beras
berat,berat
berea,beres
beres,beres
beria,beria
berth,berth
besae,biasa
besar,besar
beser,beser
besok,besok
besti,besti
betah,betah
betis,betis
betol,betul
betuh,butuh
betui,betul
betul,betul
beuki,beuki
bg-bg,bagi-bagi
bgiku,bagiku
bgini,begini
bgitu,begitu
bgmna,bagaimana
bgsul,bgsul
bgung,bingung
bhgia,bahagia
bhkan,bahkan
bhnya,bahan
bhong,bohong
bhruk,buruk
bi-bi,bi-bi
biaar,biar
biasa,biasa
biaya,biaya
bibik,bibi
bibir,bibir
bibit,bibit
bible,bible
bicra,bicara
bidan,bidan
bigna,bunga
bijak,bijak
bikij,bikin
bikin,bikin
bikkn,bikin
bikos,bikos
biksu,biksu
bilag,bilang
bilal,bilal
bilik,bilik
bilng,bilang
binal,binal
binar,binar
binge,binge
binun,bingung
bisik,bisik
bissu,bisu
bisul,bisul
bitch,bitch
bites,bites
biyar,biar
bjing,bjing
bjrot,bjrot
black,black
blade,blade
blame,blame
blang,bilang
blank,blank
blast,blast
bleng,bleng
bliau,beliau
blind,blind
blink,blink
blitz,blitz
bljar,belajar
blkng,belakang
blnja,belanja
block,block
blokm,blok m
blong,blong
blood,blood
blook,blok
bloon,bloon
blues,blues
blurb,blurb
bncib,benci
bnget,banget
bnggt,banget
bngke,bangkai
bngsd,bangsat
bngst,bangsat
bngun,bangun
bnhdr,bnhdr
bnran,beneran
bnrrn,beneran
bntak,bentak
bntar,bentar
bntuk,bentuk
bnyak,banyak
bobby,bobby
bobok,bobok
bobot,bobot
bocah,bocah
bocil,bocil
bocio,bocah
bocor,bocor
bodat,bodat
bodoh,bodoh
bodys,bodys
bofoh,bodoh
bogem,bogem
bogor,bogor
bokap,bokap
bokep,bokep
boker,boker
bolak,bolak
boleh,boleh
bolil,bolil
boloa,bodo amat
bolos,bolos
bolot,bolot
bomat,bomat
bonto,bonto
bonus,bonus
books,books
boong,bohong
bop-b,bop-b
bop-p,bop-p
bored,bored
boros,boros
bosan,bosan
bosen,bosan
botak,botak
botol,botol
bouje,boujee
bourn,bourn
bowel,bowel
boyeh,boleh
bpkku,bapakku
br-br,baru-baru
brada,berada
braga,braga
brain,brain
brake,brake
brand,brand
brang,barang
brani,berani
brant,brant
brapa,berapa
brasa,berasa
brave,brave
brbgi,berbagi
brcnd,bercanda
break,break
breng,bareng
brgkt,berangkat
brhrp,berharap
brian,brian
bring,bring
brita,berita
brjln,berjalan
brkat,berkat
brklo,berkeliaran
brkta,berkata
brobt,berobat
broke,broke
brong,brong
brook,brook
brrti,berarti
brrty,berarti
brsik,berisik
brsma,bersama
brthn,bertahan
brtmn,berteman
brumh,berumah
bruno,bruno
bsc-2,bsc-2
bsnya,bisanya
btapa,betapa
buaat,buat
buana,buana
buang,buang
buanh,buah
bubai,bubai
bubar,bubar
bubuk,bubuk
bubur,bubur
bucin,bucin
bucks,bucks
budak,budak
buddy,buddy
budek,budek
budir,budir
bugar,bugar
bugis,bugis
build,build
bujug,bujug
bujuk,bujuk
bujut,bujut
bukak,buka
bukan,bukan
bukit,bukit
bukti,bukti
bulak,bulak
bulan,bulan
bulay,bule
bulik,bolak-balik
buliy,buli
bully,bully
bulol,bulol
bumay,bumay
bumbu,bumbu
bumil,bumil
bunda,bunda
bundi,bundi
bundr,bunder
bunga,bunga
buntu,buntu
bunuh,bunuh
bunvh,bunuh
bunyi,bunyi
buram,buram
burem,buram
burik,burik
buriq,burik
burnt,burnt
burst,burst
buruh,buruh
buruk,buruk
busan,busan
buset,buset
busok,busuk
busui,busui
busuk,busuk
butah,butuh
butir,butir
butuh,butuh
buyar,buyar
buyer,buyer
buyuh,buyuh
bvnvh,bunuh
bwaan,bawaan
bwlum,belum
byata,nyata
bykin,banyakin
cabet,capek
cabik,cabik
cabut,cabut
cacar,cacar
cacat,cacat
cakap,cakap
cakar,cakar
cakep,cakep
caleb,caleb
caleg,caleg
calms,calms
calon,calon
camat,camat
canda,canda
candu,candu
candy,candy
canon,canon
canva,canva
capai,capai
capek,capek
caper,caper
capri,capri
carat,carat
cares,cares
carmy,carmy
carny,carny
carry,carry
casan,casan
casey,casey
catat,catat
catch,catch
catet,catat
catur,catur
cause,cause
cebok,cebok
cedih,sedih
cegah,cegah
cegil,cegil
